user_id,country,sex,height,weight,bmi,age,years_cl,date_first,time_first,date_last,time_last,grades_count,grades_first,grades_last,grades_max,grades_mean,year_first,year_last,years_recorded
238,FRA,male,180,73,22.53,38,22,2000-08-04,22:00:00,2011-11-11,23:00:00,89,66,64,67,59.52808988764045,2000,2011,11
240,FRA,male,173,63,21.05,51,26,1999-12-28,23:00:00,2012-04-26,22:00:00,232,51,49,62,51.80172413793103,1999,2012,13
242,other,male,176,63,20.34,38,20,2000-12-12,23:00:00,2000-12-19,23:00:00,5,40,51,51,43.4,2000,2000,0
264,SWE,male,186,63,18.21,31,17,2001-08-17,22:00:00,2001-08-17,22:00:00,3,40,36,42,39.333333333333336,2001,2001,0
276,BEL,male,175,63,20.57,37,21,2000-01-19,23:00:00,2006-07-16,22:00:00,69,66,62,75,64.98550724637681,2000,2006,6
281,AUT,male,175,68,22.2,40,17,2002-07-31,22:00:00,2003-08-26,22:00:00,16,40,44,49,38.8125,2002,2003,1
308,ESP,male,180,63,19.44,36,17,2000-02-10,23:00:00,2003-04-19,22:00:00,26,62,70,72,67.76923076923077,2000,2003,3
311,CAN,male,175,63,20.57,29,26,2001-08-03,22:00:00,2002-08-05,22:00:00,5,49,51,53,51.0,2001,2002,1
312,USA,male,180,73,22.53,45,27,2000-07-29,22:00:00,2017-09-05,22:00:00,441,53,55,59,49.90249433106576,2000,2017,17
322,other,male,165,43,15.79,41,19,2000-04-05,22:00:00,2002-03-16,23:00:00,16,38,53,55,44.375,2000,2002,2
350,CAN,male,173,63,21.05,44,24,2002-08-31,22:00:00,2008-06-23,22:00:00,13,51,62,62,51.46153846153846,2002,2008,6
354,SWE,male,179,73,22.78,37,21,2001-02-01,23:00:00,2002-07-04,22:00:00,23,53,49,59,52.30434782608695,2001,2002,1
355,GBR,male,165,58,21.3,41,27,2002-11-30,23:00:00,2015-08-25,22:00:00,311,62,46,70,54.533762057877816,2002,2015,13
361,PRT,male,167,73,26.18,34,20,2000-05-03,22:00:00,2005-08-10,22:00:00,19,49,53,64,54.94736842105263,2000,2005,5
362,NLD,male,170,68,23.53,47,26,2000-09-08,22:00:00,2006-05-02,22:00:00,49,33,29,44,33.204081632653065,2000,2006,6
366,SWE,male,185,83,24.25,42,21,2002-03-15,23:00:00,2005-06-05,22:00:00,11,49,55,62,52.36363636363637,2002,2005,3
382,CAN,male,182,78,23.55,39,23,2000-12-01,23:00:00,2009-06-28,22:00:00,4,51,59,59,56.5,2000,2009,9
384,AUT,male,183,78,23.29,40,20,2000-08-05,22:00:00,2001-08-04,22:00:00,4,57,57,62,57.75,2000,2001,1
394,SWE,male,178,63,19.88,35,19,2000-07-30,22:00:00,2012-05-12,22:00:00,123,59,49,66,53.96747967479675,2000,2012,12
395,GBR,male,170,68,23.53,39,19,1998-12-17,23:00:00,2001-09-27,22:00:00,7,49,57,62,52.85714285714285,1998,2001,3
396,SWE,male,174,63,20.81,43,21,2002-07-12,22:00:00,2002-09-13,22:00:00,21,49,53,53,48.0,2002,2002,0
399,SWE,male,178,63,19.88,38,22,1997-06-30,22:00:00,2005-07-20,22:00:00,34,36,44,49,39.6764705882353,1997,2005,8
403,POL,male,182,78,23.55,44,27,2000-06-02,22:00:00,2015-09-23,22:00:00,258,59,55,66,53.99224806201551,2000,2015,15
405,SWE,male,182,73,22.04,35,17,2000-07-31,22:00:00,2010-05-21,22:00:00,44,62,58,62,53.63636363636363,2000,2010,10
408,PRT,male,172,63,21.3,32,16,2001-06-03,22:00:00,2017-08-16,22:00:00,399,49,64,71,58.39598997493734,2001,2017,16
423,FRA,male,180,73,22.53,49,28,2000-11-02,23:00:00,2002-03-01,23:00:00,11,49,49,53,49.0,2000,2002,2
439,USA,male,181,78,23.81,44,27,2000-06-30,22:00:00,2001-09-15,22:00:00,18,62,57,62,55.888888888888886,2000,2001,1
441,ITA,male,170,68,23.53,44,25,2001-01-15,23:00:00,2017-04-13,22:00:00,301,70,64,72,53.60797342192691,2001,2017,16
442,SWE,male,175,68,22.2,32,18,2000-05-09,22:00:00,2010-04-15,22:00:00,93,29,59,65,54.58064516129032,2000,2010,10
443,ZAF,male,174,63,20.81,39,20,2001-04-10,22:00:00,2010-02-06,23:00:00,26,55,49,59,50.46153846153846,2001,2010,9
444,USA,male,166,73,26.49,36,22,2001-10-31,23:00:00,2008-11-09,23:00:00,14,53,44,57,46.21428571428572,2001,2008,7
446,USA,male,185,78,22.79,44,24,2000-10-14,22:00:00,2008-07-17,22:00:00,25,64,55,66,58.92,2000,2008,8
452,USA,male,178,68,21.46,31,21,2000-08-07,22:00:00,2012-01-12,23:00:00,198,59,64,77,63.56565656565657,2000,2012,12
459,NLD,male,180,73,22.53,44,21,1999-08-31,22:00:00,2011-07-24,22:00:00,176,49,49,62,51.63068181818182,1999,2011,12
462,FRA,male,176,68,21.95,49,22,2000-02-01,23:00:00,2001-10-26,22:00:00,19,49,55,57,53.94736842105263,2000,2001,1
473,CAN,male,190,73,20.22,37,21,2000-09-16,22:00:00,2015-04-30,22:00:00,68,64,59,70,62.52941176470589,2000,2015,15
476,USA,male,173,68,22.72,37,21,2000-05-18,22:00:00,2016-06-15,22:00:00,203,70,71,75,65.10837438423646,2000,2016,16
478,FRA,male,180,73,22.53,46,19,2001-03-24,23:00:00,2002-02-07,23:00:00,7,42,36,42,40.0,2001,2002,1
479,BEL,male,173,68,22.72,46,26,1999-06-29,22:00:00,2004-05-15,22:00:00,46,53,49,53,43.67391304347826,1999,2004,5
483,BEL,male,178,63,19.88,43,21,2000-04-30,22:00:00,2001-08-10,22:00:00,17,49,40,55,46.11764705882353,2000,2001,1
486,ITA,male,170,58,20.07,30,21,2007-02-06,23:00:00,2015-12-29,23:00:00,137,71,72,76,66.77372262773723,2007,2015,8
488,POL,male,170,68,23.53,44,26,2000-04-19,22:00:00,2014-08-01,22:00:00,67,40,40,53,39.223880597014926,2000,2014,14
489,POL,male,171,63,21.55,42,25,2000-04-02,22:00:00,2017-09-04,22:00:00,187,55,66,66,55.66310160427808,2000,2017,17
490,SWE,male,173,68,22.72,43,18,2000-10-31,23:00:00,2000-10-31,23:00:00,4,49,46,49,43.75,2000,2000,0
493,NLD,male,180,78,24.07,46,25,2000-09-12,22:00:00,2015-12-29,23:00:00,1711,62,31,64,43.056107539450615,2000,2015,15
515,USA,male,196,73,19.0,34,17,2003-03-13,23:00:00,2003-11-21,23:00:00,3,36,36,38,36.66666666666666,2003,2003,0
523,SWE,male,179,68,21.22,45,20,2002-07-26,22:00:00,2007-08-06,22:00:00,7,36,46,49,45.285714285714285,2002,2007,5
526,FRA,male,176,63,20.34,42,22,2000-12-14,23:00:00,2010-12-24,23:00:00,140,64,59,66,59.56428571428572,2000,2010,10
531,FRA,male,180,68,20.99,33,17,2000-10-29,23:00:00,2005-07-20,22:00:00,9,31,36,46,40.66666666666666,2000,2005,5
532,BEL,male,186,78,22.55,44,26,2000-07-14,22:00:00,2004-06-25,22:00:00,113,59,55,62,52.06194690265487,2000,2004,4
533,HRV,male,181,73,22.28,59,17,2001-03-16,23:00:00,2008-06-21,22:00:00,143,33,36,46,35.06993006993007,2001,2008,7
536,HRV,male,173,63,21.05,42,24,2001-05-02,22:00:00,2002-03-23,23:00:00,13,68,66,68,64.38461538461539,2001,2002,1
554,NOR,male,190,68,18.84,33,17,2001-05-18,22:00:00,2002-05-09,22:00:00,9,46,44,46,39.888888888888886,2001,2002,1
557,SWE,male,176,68,21.95,38,17,2003-08-21,22:00:00,2003-08-21,22:00:00,1,42,42,42,42.0,2003,2003,0
558,SWE,male,170,68,23.53,46,17,2001-08-18,22:00:00,2002-05-22,22:00:00,30,49,38,51,41.43333333333333,2001,2002,1
562,ITA,male,163,53,19.95,39,20,2001-08-21,22:00:00,2001-08-21,22:00:00,1,49,49,49,49.0,2001,2001,0
565,USA,male,178,68,21.46,45,22,2000-07-02,22:00:00,2014-12-01,23:00:00,28,62,53,66,56.25,2000,2014,14
576,CAN,male,167,58,20.8,35,20,2000-09-22,22:00:00,2002-03-19,23:00:00,8,51,49,59,52.0,2000,2002,2
583,NOR,male,183,78,23.29,45,22,2001-05-05,22:00:00,2017-07-03,22:00:00,98,44,54,69,55.61224489795919,2001,2017,16
592,AUT,male,168,53,18.78,33,22,2001-07-01,22:00:00,2002-04-06,22:00:00,11,62,64,64,58.27272727272727,2001,2002,1
594,CAN,male,172,73,24.68,35,19,2001-02-24,23:00:00,2004-10-10,22:00:00,22,68,70,70,64.9090909090909,2001,2004,3
602,ZAF,male,180,73,22.53,42,17,2002-03-30,23:00:00,2004-06-19,22:00:00,73,36,31,49,36.397260273972606,2002,2004,2
604,SWE,male,188,83,23.48,43,19,2001-04-16,22:00:00,2002-05-14,22:00:00,54,49,51,53,40.66666666666666,2001,2002,1
622,ZAF,male,178,68,21.46,36,17,2001-02-02,23:00:00,2004-08-09,22:00:00,21,44,46,57,50.42857142857143,2001,2004,3
623,FRA,male,173,68,22.72,45,29,2000-05-21,22:00:00,2011-03-28,22:00:00,50,53,53,62,52.04,2000,2011,11
626,SWE,male,179,78,24.34,36,22,2002-07-12,22:00:00,2002-07-20,22:00:00,7,49,42,51,44.57142857142857,2002,2002,0
633,DEU,male,183,68,20.31,39,17,2005-03-12,23:00:00,2017-08-21,22:00:00,187,40,46,55,41.05347593582888,2005,2017,12
639,SWE,male,186,73,21.1,48,28,2002-08-14,22:00:00,2004-08-21,22:00:00,3,40,40,51,43.66666666666666,2002,2004,2
642,SWE,male,176,63,20.34,40,23,1999-12-27,23:00:00,2010-06-13,22:00:00,83,64,61,68,62.53012048192771,1999,2010,11
644,SWE,male,175,73,23.84,45,18,2001-08-01,22:00:00,2001-08-01,22:00:00,1,40,40,40,40.0,2001,2001,0
647,SWE,male,187,83,23.74,39,18,2001-05-06,22:00:00,2001-08-24,22:00:00,19,46,38,53,44.94736842105263,2001,2001,0
649,BEL,male,181,73,22.28,40,25,2000-09-16,22:00:00,2000-09-16,22:00:00,1,46,46,46,46.0,2000,2000,0
654,CAN,male,171,63,21.55,50,29,2001-05-05,22:00:00,2016-05-01,22:00:00,251,59,49,68,57.05179282868526,2001,2016,15
659,other,male,182,73,22.04,44,20,2001-04-04,22:00:00,2017-07-02,22:00:00,207,55,53,64,53.57971014492754,2001,2017,16
660,SWE,male,178,68,21.46,46,17,2001-01-05,23:00:00,2003-12-21,23:00:00,36,57,51,62,53.5,2001,2003,2
662,USA,male,177,73,23.3,41,18,2002-10-18,22:00:00,2002-10-18,22:00:00,1,51,51,51,51.0,2002,2002,0
667,USA,male,168,53,18.78,31,19,2001-05-05,22:00:00,2002-04-10,22:00:00,12,42,51,51,36.66666666666666,2001,2002,1
669,NLD,male,186,73,21.1,44,23,2001-08-18,22:00:00,2004-06-01,22:00:00,15,40,42,49,35.0,2001,2004,3
673,SWE,male,170,63,21.8,39,25,2001-05-12,22:00:00,2009-06-26,22:00:00,23,44,33,51,40.04347826086956,2001,2009,8
676,USA,male,182,83,25.06,34,20,2001-11-10,23:00:00,2015-10-04,22:00:00,33,44,44,64,51.81818181818182,2001,2015,14
678,SWE,male,186,83,23.99,53,27,2001-05-20,22:00:00,2013-04-02,22:00:00,26,55,44,55,40.61538461538461,2001,2013,12
679,SWE,male,173,63,21.05,37,21,2000-12-07,23:00:00,2008-01-09,23:00:00,109,53,55,62,52.37614678899082,2000,2008,8
685,USA,male,160,68,26.56,41,23,2007-06-05,22:00:00,2007-06-04,22:00:00,5,44,46,46,45.2,2007,2007,0
699,SWE,male,186,73,21.1,46,19,2006-06-04,22:00:00,2013-11-13,23:00:00,178,59,56,66,55.30337078651685,2006,2013,7
707,ZAF,male,170,58,20.07,36,17,2001-04-11,22:00:00,2008-01-19,23:00:00,36,42,38,53,39.083333333333336,2001,2008,7
710,ITA,male,162,53,20.2,44,23,2002-09-30,22:00:00,2017-03-28,22:00:00,139,62,64,64,57.17985611510792,2002,2017,15
711,SWE,male,167,63,22.59,43,17,2001-06-08,22:00:00,2001-06-08,22:00:00,2,33,31,33,32.0,2001,2001,0
714,ITA,male,173,63,21.05,41,17,1998-07-20,22:00:00,2005-12-11,23:00:00,60,49,55,62,51.48333333333333,1998,2005,7
720,SWE,male,174,73,24.11,45,21,1999-04-30,22:00:00,2003-05-26,22:00:00,16,53,40,55,49.625,1999,2003,4
722,ZAF,male,186,73,21.1,37,20,2001-04-12,22:00:00,2010-02-12,23:00:00,53,57,49,66,51.15094339622642,2001,2010,9
727,CAN,male,175,68,22.2,51,25,2000-09-16,22:00:00,2000-11-03,23:00:00,4,51,55,55,53.0,2000,2000,0
747,NOR,male,184,78,23.04,44,24,2001-03-16,23:00:00,2017-08-10,22:00:00,228,55,44,66,53.28947368421053,2001,2017,16
757,SWE,male,180,68,20.99,42,20,1999-06-24,22:00:00,2013-12-30,23:00:00,364,53,59,64,50.5521978021978,1999,2013,14
764,ITA,male,173,58,19.38,46,29,2001-03-14,23:00:00,2007-10-20,22:00:00,12,59,63,66,62.41666666666666,2001,2007,6
766,GBR,male,180,73,22.53,42,27,2001-08-31,22:00:00,2002-01-23,23:00:00,9,42,44,49,46.22222222222222,2001,2002,1
775,SWE,male,189,78,21.84,40,23,2001-12-05,23:00:00,2002-06-17,22:00:00,6,62,59,62,59.0,2001,2002,1
784,DEU,male,176,68,21.95,44,28,2001-04-16,22:00:00,2003-12-31,23:00:00,22,62,64,64,59.5,2001,2003,2
785,MEX,male,176,88,28.41,46,22,2000-11-30,23:00:00,2001-06-15,22:00:00,2,46,49,49,47.5,2000,2001,1
786,AUT,male,173,73,24.39,41,19,2006-08-31,22:00:00,2015-08-25,22:00:00,41,49,57,62,51.24390243902439,2006,2015,9
787,MEX,male,186,73,21.1,46,21,2001-03-20,23:00:00,2004-04-07,22:00:00,27,59,44,59,46.851851851851855,2001,2004,3
803,USA,male,165,63,23.14,43,22,2000-09-19,22:00:00,2011-07-09,22:00:00,255,59,49,66,54.101960784313725,2000,2011,11
808,other,male,172,63,21.3,64,17,2002-02-10,23:00:00,2003-07-25,22:00:00,16,33,38,44,39.375,2002,2003,1
811,DEU,male,173,63,21.05,44,27,1999-11-05,23:00:00,2003-08-22,22:00:00,49,59,55,62,53.38775510204081,1999,2003,4
812,CAN,male,175,68,22.2,43,26,2001-05-25,22:00:00,2005-09-23,22:00:00,35,29,51,59,43.457142857142856,2001,2005,4
815,ITA,male,192,83,22.52,15,23,2002-05-24,22:00:00,2002-09-20,22:00:00,17,46,49,55,49.52941176470589,2002,2002,0
816,FRA,male,178,68,21.46,38,27,2001-04-07,22:00:00,2005-02-13,23:00:00,35,66,62,70,64.57142857142857,2001,2005,4
821,ESP,male,170,68,23.53,37,21,2000-08-21,22:00:00,2013-12-12,23:00:00,214,51,62,68,57.046728971962615,2000,2013,13
823,USA,male,178,73,23.04,35,20,2000-09-08,22:00:00,2002-08-28,22:00:00,3,62,57,62,58.66666666666666,2000,2002,2
830,GBR,male,178,63,19.88,40,23,2000-12-17,23:00:00,2017-01-01,23:00:00,371,53,53,68,54.01078167115903,2000,2017,17
841,BEL,male,175,73,23.84,35,27,2001-07-16,22:00:00,2014-08-02,22:00:00,175,57,53,66,55.42857142857143,2001,2014,13
848,NLD,male,186,78,22.55,45,23,2001-05-18,22:00:00,2017-08-26,22:00:00,571,55,40,64,45.36252189141857,2001,2017,16
851,other,male,175,63,20.57,44,26,2000-12-26,23:00:00,2017-04-13,22:00:00,269,57,51,70,59.66914498141264,2000,2017,17
853,BRA,male,184,63,18.61,42,22,2000-07-24,22:00:00,2006-07-08,22:00:00,13,53,49,53,41.38461538461539,2000,2006,6
863,CHE,male,175,68,22.2,35,20,2001-06-22,22:00:00,2011-07-30,22:00:00,126,53,61,66,56.43650793650794,2001,2011,10
865,other,male,176,63,20.34,40,17,2001-09-21,22:00:00,2005-03-25,23:00:00,4,36,40,40,37.5,2001,2005,4
886,SWE,female,156,48,19.72,44,17,2001-07-07,22:00:00,2008-06-25,22:00:00,93,44,49,53,43.45161290322581,2001,2008,7
895,SWE,male,182,78,23.55,44,22,2001-06-14,22:00:00,2002-12-31,23:00:00,14,44,51,53,47.85714285714285,2001,2002,1
899,USA,male,185,78,22.79,47,28,1998-07-12,22:00:00,2001-10-11,22:00:00,3,51,51,51,51.0,1998,2001,3
902,AUT,male,166,63,22.86,37,21,2001-06-29,22:00:00,2016-11-06,23:00:00,136,57,62,66,58.15441176470589,2001,2016,15
925,USA,male,178,63,19.88,35,16,2001-05-14,22:00:00,2001-12-18,23:00:00,7,29,33,42,34.57142857142857,2001,2001,0
927,other,male,181,73,22.28,37,16,2001-03-24,23:00:00,2013-04-28,22:00:00,459,36,62,66,45.66448801742919,2001,2013,12
938,SWE,male,190,68,18.84,48,20,2000-12-17,23:00:00,2009-07-16,22:00:00,199,53,31,59,44.678391959798994,2000,2009,9
944,CHE,male,167,78,27.97,46,29,1991-05-31,22:00:00,2017-05-15,22:00:00,101,51,51,62,53.21782178217822,1991,2017,26
951,other,male,182,83,25.06,35,19,2000-08-19,22:00:00,2009-08-18,22:00:00,46,55,38,59,48.60869565217392,2000,2009,9
959,SWE,male,188,73,20.65,39,24,2001-07-05,22:00:00,2001-10-26,22:00:00,18,53,46,53,47.888888888888886,2001,2001,0
963,SVN,male,172,73,24.68,37,17,2001-09-18,22:00:00,2012-05-11,22:00:00,12,55,51,55,51.333333333333336,2001,2012,11
967,ZAF,male,193,73,19.6,40,22,2000-06-04,22:00:00,2007-01-05,23:00:00,16,49,33,49,41.4375,2000,2007,7
973,ZAF,male,185,73,21.33,37,17,2001-05-31,22:00:00,2010-06-25,22:00:00,267,40,44,57,44.352059925093634,2001,2010,9
977,ZAF,male,190,83,22.99,39,17,2000-11-22,23:00:00,2001-08-11,22:00:00,20,31,42,42,33.15,2000,2001,1
978,ZAF,male,180,73,22.53,36,19,2001-08-09,22:00:00,2009-05-16,22:00:00,123,46,42,55,40.76422764227642,2001,2009,8
980,DEU,male,170,68,23.53,44,24,2001-06-30,22:00:00,2006-08-19,22:00:00,36,55,55,62,53.5,2001,2006,5
987,other,male,170,58,20.07,40,19,2000-04-17,22:00:00,2001-07-17,22:00:00,9,46,42,53,41.55555555555556,2000,2001,1
1000,HRV,male,174,58,19.16,30,16,2001-07-10,22:00:00,2008-10-04,22:00:00,135,29,49,55,38.98518518518519,2001,2008,7
1001,SWE,female,167,58,20.8,35,19,2001-07-04,22:00:00,2002-08-17,22:00:00,16,42,42,49,43.4375,2001,2002,1
1003,DEU,male,171,63,21.55,43,17,2002-05-31,22:00:00,2002-07-31,22:00:00,2,55,44,55,49.5,2002,2002,0
1004,NLD,male,183,68,20.31,40,27,1995-08-05,22:00:00,2017-08-24,22:00:00,324,62,62,68,56.9320987654321,1995,2017,22
1013,other,male,181,63,19.23,36,22,2000-12-05,23:00:00,2001-05-17,22:00:00,16,62,62,66,62.5,2000,2001,1
1016,ZAF,male,171,68,23.26,33,18,2001-06-23,22:00:00,2011-12-02,23:00:00,70,53,64,66,54.0,2001,2011,10
1024,SWE,male,178,68,21.46,47,26,2002-01-02,23:00:00,2009-04-17,22:00:00,76,31,31,49,35.0921052631579,2002,2009,7
1034,USA,male,168,58,20.55,34,23,2002-06-30,22:00:00,2006-09-29,22:00:00,54,59,64,70,63.46296296296296,2002,2006,4
1039,GBR,male,175,58,18.94,33,16,2001-07-31,22:00:00,2001-07-29,22:00:00,6,36,36,38,35.666666666666664,2001,2001,0
1045,other,male,171,58,19.84,44,19,1999-06-30,22:00:00,2007-01-06,23:00:00,11,38,49,53,44.45454545454545,1999,2007,8
1051,ESP,male,159,48,18.99,36,21,2001-07-31,22:00:00,2017-08-19,22:00:00,614,70,62,77,66.23778501628665,2001,2017,16
1053,SWE,male,179,88,27.46,47,23,2008-07-25,22:00:00,2008-07-25,22:00:00,2,44,46,46,45.0,2008,2008,0
1054,ITA,male,176,63,20.34,37,17,2000-09-01,22:00:00,2001-11-16,23:00:00,4,62,59,62,57.25,2000,2001,1
1058,ZAF,male,180,78,24.07,39,16,2001-08-09,22:00:00,2003-01-31,23:00:00,10,33,31,38,32.5,2001,2003,2
1066,SWE,male,175,63,20.57,40,23,2002-05-19,22:00:00,2012-08-08,22:00:00,88,53,51,62,50.18181818181818,2002,2012,10
1067,SWE,male,169,63,22.06,37,17,2003-05-24,22:00:00,2011-04-28,22:00:00,89,36,46,55,42.98876404494382,2003,2011,8
1082,NLD,male,186,73,21.1,33,21,2001-07-14,22:00:00,2017-04-30,22:00:00,257,62,62,68,59.27626459143969,2001,2017,16
1095,POL,male,174,78,25.76,47,27,1997-07-12,22:00:00,2014-08-30,22:00:00,163,59,40,62,43.87116564417178,1997,2014,17
1096,POL,male,185,68,19.87,33,17,2001-07-17,22:00:00,2006-08-03,22:00:00,88,40,52,61,49.06818181818182,2001,2006,5
1099,BEL,male,169,63,22.06,52,26,2001-07-19,22:00:00,2004-08-31,22:00:00,77,55,49,62,51.58441558441559,2001,2004,3
1100,SWE,female,168,63,22.32,42,19,2001-05-15,22:00:00,2003-07-10,22:00:00,9,40,36,40,37.11111111111112,2001,2003,2
1112,DNK,male,186,73,21.1,40,19,2001-07-23,22:00:00,2017-02-21,23:00:00,333,49,64,64,52.96096096096096,2001,2017,16
1117,HRV,female,160,53,20.7,41,17,2001-08-21,22:00:00,2005-10-10,22:00:00,47,38,46,46,36.297872340425535,2001,2005,4
1118,AUT,male,179,63,19.66,44,26,2001-07-20,22:00:00,2014-03-28,23:00:00,127,57,49,62,52.20472440944882,2001,2014,13
1134,other,male,178,73,23.04,41,25,2001-02-14,23:00:00,2002-12-08,23:00:00,34,55,55,57,48.64705882352941,2001,2002,1
